#filetype=fc_ob_pairs
#mode=gaw
#fieldpair_label=CO
#fieldpair_title=CO
#fieldpair_units=ppm
#ob_field_used=CO
#fc_field_used=CO_ppm
#ob_source=airnow
#fc_expid=oper
#fc_composite=oper=oper_airnow:1999010100;mc0074=mc0074_airnow:1999010100
#fc_startdate=2020-11-01 00:00:00
#fc_enddate=2020-11-30 00:00:00
#fc_start_hrs=00
#fc_ranges=3,6,9,12,15,18,21,24
#fc_range_premeaning_bins=n/a
#fc_ranges_postaverage=3,6,9,12,15,18,21,24
#fc_startdate_actual=2020-11-01 00:00:00
#fc_enddate_actual=2020-11-30 00:00:00
#fc_start_hrs_actual=00
#fc_ranges_actual=3,6,9,12,15,18,21,24
#fc_dayskip=0
#fc_refdate=n/a
#fc_ranges_remapped=0
#premeaning_period=0
#sites=<ALL_WITH_DATA>
#sites_actual=000090120,000090121,000090222,000090228,000101005,020200018,020900034,040130019,040131003,040133002,040134003,040134004,040134011,040134020,040139997,060010009,060010011,060010012,060010013,060010015,060070008,060130002,060131002,060131004,060190011,060195001,060250005,060270002,060292012,060370002,060370016,060370113,060371103,060371201,060371302,060371602,060371701,060372005,060375005,060376012,060410001,060531003,060550004,060590007,060590008,060592022,060595001,060655001,060658001,060658005,060659001,060670006,060670015,060710026,060711004,060712002,060719004,060750005,060771002,060811001,060831008,060850005,060850006,060950004,060970004,060990005,080013001,080310002,080310026,080310027,080410015,080677001,080691004,081230009,090030025,090050005,090090027,100032004,110010051,113490352005,113490354002,120110034,120110035,120310108,120570113,120864002,120952002,121290001,130890002,131210056,150030010,150031001,160010010,160010014,170199991,180970078,180970087,181630022,191630015,211110067,211110075,230031100,240053001,240230002,240270006,240330030,250250042,250250044,250270023,260810020,261630001,261630093,261630098,261630099,270031002,270370480,270530954,270530962,280490020,290950042,295100085,295100094,300310017,310550019,310550056,320030540,320030561,320031501,320311005,330115001,330150018,340030010,340070002,340130003,340390003,340390004,350010023,350010029,370630099,371830014,371830021,380150003,390350060,390490038,390610040,390610048,391351001,400019009,401090097,401091037,401431127,410510080,410670005,421010048,421010075,421010076,440070030,440071010,450790007,470090101,484800090073,484800150584,490353006,490353010,490494001,500070007,500070014,500210002,510130020,510870014,511611004,516500008,517100024,530090013,530330030,530330080,550270001,550790056,560090010,560210100,800020014,800090023,800090034,800090043,800090072,800090101,800090133,800090171,80011G001,80011G005,80011G008,80011G010,80011G012,80011G013,800150131,800150201,800150333,800150571,800150581,800150991,800151041,800151042,CC0050109,CC0050128,CC0050129,CC0050135
#nsites_actual=206
#area_shortname=global
#area_title=Global
#area=-90,-180,90,180
#missing_data_indicator=-9999
#source_dir=/home/na/nal/ver0D/9.5.2
#site_weighting=none
#voronoi_maxr=n/a
#column_titles=validity_time,forecast_range,site_id,lat,lon,fc,ob
20201101 03:00,3.00000,000090120,53.50280,-113.6111,0.20254601,0.30000001
20201101 03:00,3.00000,000090121,53.54720,-113.3681,0.18909027,0.40000001
20201101 03:00,3.00000,000090222,51.08140,-114.1403,0.39817710,0.29000000
20201101 03:00,3.00000,000090228,51.04761,-114.0752,0.38903618,0.32500000
20201101 03:00,3.00000,000101005,49.02151,-122.3266,0.28052686,0.27333333
20201101 03:00,3.00000,020200018,61.20586,-149.8246,0.24477631,1.1333333
20201101 03:00,3.00000,020900034,64.84580,-147.7273,0.15399745,0.16666667
20201101 03:00,3.00000,040130019,33.48380,-112.1426,0.38658776,1.6666666
20201101 03:00,3.00000,040131003,33.41050,-111.8651,0.35215124,0.70000001
20201101 03:00,3.00000,040133002,33.45790,-112.0460,0.43673717,1.1000000
20201101 03:00,3.00000,040134003,33.40330,-112.0731,0.38189628,0.83333333
20201101 03:00,3.00000,040134004,33.29900,-111.8843,0.30136593,0.76666665
20201101 03:00,3.00000,040134011,33.37000,-112.6207,0.13418431,0.40000001
20201101 03:00,3.00000,040134020,33.46181,-112.1280,0.38353898,1.8000000
20201101 03:00,3.00000,040139997,33.50360,-112.0950,0.43295978,1.2933333
20201101 03:00,3.00000,060010009,37.74306,-122.1699,0.47025370,0.90000000
20201101 03:00,3.00000,060010011,37.81480,-122.2824,0.35987144,0.54333334
20201101 03:00,3.00000,060010012,37.79362,-122.2634,0.37837674,0.55000001
20201101 03:00,3.00000,060010013,37.86477,-122.3027,0.34080210,0.49666667
20201101 03:00,3.00000,060010015,37.70122,-121.9030,0.46539507,0.65666666
20201101 03:00,3.00000,060070008,39.76168,-121.8405,0.18986257,0.64666667
20201101 03:00,3.00000,060130002,37.93830,-122.0250,0.49449459,0.53666667
20201101 03:00,3.00000,060131002,38.00631,-121.6419,0.34194425,0.60999999
20201101 03:00,3.00000,060131004,37.96040,-122.3571,0.29755289,0.78999998
20201101 03:00,3.00000,060190011,36.78538,-119.7732,0.39564940,1.6966667
20201101 03:00,3.00000,060195001,36.81920,-119.7164,0.38294554,1.1350001
20201101 03:00,3.00000,060250005,32.67618,-115.4831,0.22700178,1.1566667
20201101 03:00,3.00000,060270002,37.36070,-118.3308,0.085151444,0.10666667
20201101 03:00,3.00000,060292012,35.33130,-119.0000,0.34807841,0.69500001
20201101 03:00,3.00000,060370002,34.13647,-117.9240,0.51773427,0.79000000
20201101 03:00,3.00000,060370016,34.14390,-117.8508,0.47327513,0.59333332
20201101 03:00,3.00000,060370113,34.05110,-118.4564,0.56971569,0.45666667
20201101 03:00,3.00000,060371201,34.19920,-118.5331,0.50516370,0.57333332
20201101 03:00,3.00000,060371302,33.90140,-118.2050,0.87816442,0.83666666
20201101 03:00,3.00000,060371602,34.01028,-118.0685,0.81014203,0.91333334
